Cordinates,Unnamed: 1,TEHSIL,District,STATE,merged_column,clean_coords,lat,lon,label,Exposure
"31.2602451577, 77.9",,CHIRGAON,SHIMLA,HIMACHAL PRADESH,,"31.2602451577, 77.9",31.2602451577,77.9,1,Concerned
,,BALDWARA,MANDI,HIMACHAL PRADESH,"31.60388958, 76.7671","31.60388958, 76.7671",31.60388958,76.7671,1,Concerned
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"32.00719712, 76.7995","32.00719712, 76.7995",32.00719712,76.7995,1,Concerned
,,SUNDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.51910372, 76.857","31.51910372, 76.857",31.51910372,76.857,1,Concerned
"31.8991499573, 77.1211",,BHUNTAR,KULLU,HIMACHAL PRADESH,,"31.8991499573, 77.1211",31.8991499573,77.1211,1,Concerned
"31.6155244154, 77.4546",,BANJAR,KULLU,HIMACHAL PRADESH,,"31.6155244154, 77.4546",31.6155244154,77.4546,1,Concerned
"31.1863788141, 77.1061",,SUNI,SHIMLA,HIMACHAL PRADESH,,"31.1863788141, 77.1061",31.1863788141,77.1061,1,Concerned
"31.1191306584, 76.7437",,NALAGARH,SOLAN,HIMACHAL PRADESH,,"31.1191306584, 76.7437",31.1191306584,76.7437,1,Concerned
"30.8719033792, 77.7812",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.8719033792, 77.7812",30.8719033792,77.7812,1,Concerned
"32.5757830589, 75.9952",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.5757830589, 75.9952",32.5757830589,75.9952,1,Concerned
"31.1525887504, 77.0534",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1525887504, 77.0534",31.1525887504,77.0534,1,Concerned
"31.3296621283, 77.6179",,NANKHARI,SHIMLA,HIMACHAL PRADESH,,"31.3296621283, 77.6179",31.3296621283,77.6179,1,Concerned
"32.2911324277, 76.1602",,SIHUNTA,CHAMBA,HIMACHAL PRADESH,,"32.2911324277, 76.1602",32.2911324277,76.1602,1,Concerned
,,SANDHOL,MANDI,HIMACHAL PRADESH,"31.82024566, 76.6449","31.82024566, 76.6449",31.82024566,76.6449,1,Concerned
"31.5973492296, 76.6041",,BHORANJ,HAMIRPUR,HIMACHAL PRADESH,,"31.5973492296, 76.6041",31.5973492296,76.6041,1,Concerned
"30.9412263204, 77.2729",,RANHOT,SIRMAUR,HIMACHAL PRADESH,,"30.9412263204, 77.2729",30.9412263204,77.2729,1,Concerned
"32.5541482191, 75.9717",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.5541482191, 75.9717",32.5541482191,75.9717,1,Concerned
"32.0262554003, 77.1194",,KULLU,KULLU,HIMACHAL PRADESH,,"32.0262554003, 77.1194",32.0262554003,77.1194,1,Concerned
"30.8440398959, 77.1381",,PACHHAD,SIRMAUR,HIMACHAL PRADESH,,"30.8440398959, 77.1381",30.8440398959,77.1381,1,Concerned
"31.003293316, 77.1087",,KANDAGHAT,SOLAN,HIMACHAL PRADESH,,"31.003293316, 77.1087",31.003293316,77.1087,1,Concerned
"31.9445165307, 77.1039",,KULLU,KULLU,HIMACHAL PRADESH,,"31.9445165307, 77.1039",31.9445165307,77.1039,1,Concerned
,,PADHAR,MANDI,HIMACHAL PRADESH,"32.00432222, 76.8621","32.00432222, 76.8621",32.00432222,76.8621,1,Concerned
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.65378961, 76.8882","31.65378961, 76.8882",31.65378961,76.8882,1,Concerned
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.89415322, 76.7491","31.89415322, 76.7491",31.89415322,76.7491,1,Concerned
"31.2681362611, 77.5158",,KUMHARSAIN,SHIMLA,HIMACHAL PRADESH,,"31.2681362611, 77.5158",31.2681362611,77.5158,1,Concerned
"31.2783028729, 76.9632",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.2783028729, 76.9632",31.2783028729,76.9632,1,Concerned
"31.2714835147, 77.4603",,KUMHARSAIN,SHIMLA,HIMACHAL PRADESH,,"31.2714835147, 77.4603",31.2714835147,77.4603,1,Concerned
"31.6571261062, 76.6481",,BHORANJ,HAMIRPUR,HIMACHAL PRADESH,,"31.6571261062, 76.6481",31.6571261062,76.6481,1,Concerned
"76.7263, 31.4646841371",,GHURMW|N,BILASPUR,HIMACHAL PRADESH,,"76.7263, 31.4646841371",76.7263,31.4646841371,1,Concerned
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.9369126, 76.8517","31.9369126, 76.8517",31.9369126,76.8517,1,Concerned
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.68350141, 77.0501","31.68350141, 77.0501",31.68350141,77.0501,1,Concerned
"76.6577, 31.5058074729",,BHARARI,BILASPUR,HIMACHAL PRADESH,,"76.6577, 31.5058074729",76.6577,31.5058074729,1,Concerned
"30.9662542175, 77.1044",,KANDAGHAT,SOLAN,HIMACHAL PRADESH,,"30.9662542175, 77.1044",30.9662542175,77.1044,1,Concerned
"30.9462412624, 77.5872",,CHAUPAL,SHIMLA,HIMACHAL PRADESH,,"30.9462412624, 77.5872",30.9462412624,77.5872,1,Concerned
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.84171721, 76.8315","31.84171721, 76.8315",31.84171721,76.8315,1,Concerned
"31.933888683, 76.5516",,JAISINGHPUR,KANGRA,HIMACHAL PRADESH,,"31.933888683, 76.5516",31.933888683,76.5516,1,Concerned
,,SARKAGHAT,MANDI,HIMACHAL PRADESH,"31.7171128, 76.7477","31.7171128, 76.7477",31.7171128,76.7477,1,Concerned
"31.1362361611, 77.0273",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1362361611, 77.0273",31.1362361611,77.0273,1,Concerned
"30.913789771, 77.078",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.913789771, 77.078",30.913789771,77.078,1,Concerned
"31.4876868802, 77.6962",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4876868802, 77.6962",31.4876868802,77.6962,1,Concerned
"31.375611178, 77.6023",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.375611178, 77.6023",31.375611178,77.6023,1,Concerned
"32.3311096076, 75.9099",,NURPUR,KANGRA,HIMACHAL PRADESH,,"32.3311096076, 75.9099",32.3311096076,75.9099,1,Concerned
"30.9989700153, 76.8991",,KRISHANGARH,SOLAN,HIMACHAL PRADESH,,"30.9989700153, 76.8991",30.9989700153,76.8991,1,Concerned
"30.9209603462, 77.7088",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.9209603462, 77.7088",30.9209603462,77.7088,1,Concerned
"31.4193939282, 77.7174",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4193939282, 77.7174",31.4193939282,77.7174,1,Concerned
"31.079067568, 77.1493",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.079067568, 77.1493",31.079067568,77.1493,1,Concerned
"32.5352949788, 76.1224",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.5352949788, 76.1224",32.5352949788,76.1224,1,Concerned
"31.1485692733, 77.7576",,JUBBAL,SHIMLA,HIMACHAL PRADESH,,"31.1485692733, 77.7576",31.1485692733,77.7576,1,Concerned
"30.8953497339, 77.1057",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.8953497339, 77.1057",30.8953497339,77.1057,1,Concerned
"76.77, 31.2700567726",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.77, 31.2700567726",76.77,31.2700567726,1,Concerned
,,SARKAGHAT,MANDI,HIMACHAL PRADESH,"31.6163328, 76.7545","31.6163328, 76.7545",31.6163328,76.7545,1,Concerned
"32.6562292541, 76.0413",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.6562292541, 76.0413",32.6562292541,76.0413,1,Concerned
"31.4187905865, 77.6653",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4187905865, 77.6653",31.4187905865,77.6653,1,Concerned
"32.2463925801, 76.344",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.2463925801, 76.344",32.2463925801,76.344,1,Concerned
"31.9667326547, 77.0903",,KULLU,KULLU,HIMACHAL PRADESH,,"31.9667326547, 77.0903",31.9667326547,77.0903,1,Concerned
"31.1659464503, 77.7703",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.1659464503, 77.7703",31.1659464503,77.7703,1,Concerned
"32.1476816646, 77.153",,MANALI,KULLU,HIMACHAL PRADESH,,"32.1476816646, 77.153",32.1476816646,77.153,1,Concerned
"31.4618253603, 77.4089",,ANI,KULLU,HIMACHAL PRADESH,,"31.4618253603, 77.4089",31.4618253603,77.4089,1,Concerned
"31.9448182807, 77.1084",,KULLU,KULLU,HIMACHAL PRADESH,,"31.9448182807, 77.1084",31.9448182807,77.1084,1,Concerned
"31.4444900121, 78.2038",,SANGLA,KINNAUR,HIMACHAL PRADESH,,"31.4444900121, 78.2038",31.4444900121,78.2038,1,Concerned
"31.284833934, 77.5009",,KUMHARSAIN,SHIMLA,HIMACHAL PRADESH,,"31.284833934, 77.5009",31.284833934,77.5009,1,Concerned
"76.7539, 31.4716537485",,GHURMW|N,BILASPUR,HIMACHAL PRADESH,,"76.7539, 31.4716537485",76.7539,31.4716537485,1,Concerned
"31.1874687069, 77.0089",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.1874687069, 77.0089",31.1874687069,77.0089,1,Concerned
"32.1114237163, 77.1701",,KULLU,KULLU,HIMACHAL PRADESH,,"32.1114237163, 77.1701",32.1114237163,77.1701,1,Concerned
"31.2034929481, 76.7388",,NALAGARH,SOLAN,HIMACHAL PRADESH,,"31.2034929481, 76.7388",31.2034929481,76.7388,1,Concerned
"31.2222509887, 77.262",,SUNI,SHIMLA,HIMACHAL PRADESH,,"31.2222509887, 77.262",31.2222509887,77.262,1,Concerned
"30.9588748213, 77.6285",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.9588748213, 77.6285",30.9588748213,77.6285,1,Concerned
"30.9848287687, 77.6198",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.9848287687, 77.6198",30.9848287687,77.6198,1,Concerned
,,SANDHOL,MANDI,HIMACHAL PRADESH,"31.85201023, 76.6647","31.85201023, 76.6647",31.85201023,76.6647,1,Concerned
"31.088804796, 76.8133",,RAMSHAHR,SOLAN,HIMACHAL PRADESH,,"31.088804796, 76.8133",31.088804796,76.8133,1,Concerned
"32.5972818968, 76.2133",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.5972818968, 76.2133",32.5972818968,76.2133,1,Concerned
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.6952056, 76.9155","31.6952056, 76.9155",31.6952056,76.9155,1,Concerned
"32.2429697303, 77.1957",,MANALI,KULLU,HIMACHAL PRADESH,,"32.2429697303, 77.1957",32.2429697303,77.1957,1,Concerned
"31.4277660013, 77.4497",,ANI,KULLU,HIMACHAL PRADESH,,"31.4277660013, 77.4497",31.4277660013,77.4497,1,Concerned
"31.2503688491, 77.6823",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.2503688491, 77.6823",31.2503688491,77.6823,1,Concerned
"30.8768681819, 77.6159",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.8768681819, 77.6159",30.8768681819,77.6159,1,Concerned
,,THUNAG,MANDI,HIMACHAL PRADESH,"31.5589606, 77.1877","31.5589606, 77.1877",31.5589606,77.1877,1,Concerned
"31.1598374366, 77.4631",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.1598374366, 77.4631",31.1598374366,77.4631,1,Concerned
"31.110429446, 77.3626",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.110429446, 77.3626",31.110429446,77.3626,1,Concerned
"31.9061043352, 76.3098",,KHUNDIAN,KANGRA,HIMACHAL PRADESH,,"31.9061043352, 76.3098",31.9061043352,76.3098,1,Concerned
,,PADHAR,MANDI,HIMACHAL PRADESH,"31.83789998, 76.9397","31.83789998, 76.9397",31.83789998,76.9397,1,Concerned
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.688288, 77.0476","31.688288, 77.0476",31.688288,77.0476,1,Concerned
,,BALH,MANDI,HIMACHAL PRADESH,"31.63536975, 76.9134","31.63536975, 76.9134",31.63536975,76.9134,1,Concerned
"30.8256613296, 77.0697",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.8256613296, 77.0697",30.8256613296,77.0697,1,Concerned
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.65001904, 76.9105","31.65001904, 76.9105",31.65001904,76.9105,1,Concerned
"31.1090474396, 76.8444",,RAMSHAHR,SOLAN,HIMACHAL PRADESH,,"31.1090474396, 76.8444",31.1090474396,76.8444,1,Concerned
"31.5272773955, 78.129",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5272773955, 78.129",31.5272773955,78.129,1,Concerned
"32.6047922911, 76.2191",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.6047922911, 76.2191",32.6047922911,76.2191,1,Concerned
"32.5594015938, 75.8873",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.5594015938, 75.8873",32.5594015938,75.8873,1,Concerned
"32.1804438859, 76.3041",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.1804438859, 76.3041",32.1804438859,76.3041,1,Concerned
"76.8182, 31.3605571587",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.8182, 31.3605571587",76.8182,31.3605571587,1,Concerned
"30.9245664054, 77.5305",,CHAUPAL,SHIMLA,HIMACHAL PRADESH,,"30.9245664054, 77.5305",30.9245664054,77.5305,1,Concerned
"32.1373644255, 77.1404",,MANALI,KULLU,HIMACHAL PRADESH,,"32.1373644255, 77.1404",32.1373644255,77.1404,1,Concerned
"32.4341317294, 75.992",,BHATTIYAT,CHAMBA,HIMACHAL PRADESH,,"32.4341317294, 75.992",32.4341317294,75.992,1,Concerned
"31.4550776781, 77.6335",,NERMAND,KULLU,HIMACHAL PRADESH,,"31.4550776781, 77.6335",31.4550776781,77.6335,1,Concerned
"32.1538387167, 77.1584",,MANALI,KULLU,HIMACHAL PRADESH,,"32.1538387167, 77.1584",32.1538387167,77.1584,1,Concerned
"32.2015637532, 77.1889",,MANALI,KULLU,HIMACHAL PRADESH,,"32.2015637532, 77.1889",32.2015637532,77.1889,1,Concerned
"31.8418991525, 77.1182",,BHUNTAR,KULLU,HIMACHAL PRADESH,,"31.8418991525, 77.1182",31.8418991525,77.1182,1,Concerned
"76.7639, 31.3429990587",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7639, 31.3429990587",76.7639,31.3429990587,1,Concerned
,,SARKAGHAT,MANDI,HIMACHAL PRADESH,"31.68826978, 76.7485","31.68826978, 76.7485",31.68826978,76.7485,1,Concerned
"31.1128603783, 77.7853",,JUBBAL,SHIMLA,HIMACHAL PRADESH,,"31.1128603783, 77.7853",31.1128603783,77.7853,1,Concerned
"32.5715732161, 76.006",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.5715732161, 76.006",32.5715732161,76.006,1,Concerned
"31.717491666, 77.2737",,SAINJ,KULLU,HIMACHAL PRADESH,,"31.717491666, 77.2737",31.717491666,77.2737,1,Concerned
"32.4410145303, 76.0397",,BHATTIYAT,CHAMBA,HIMACHAL PRADESH,,"32.4410145303, 76.0397",32.4410145303,76.0397,1,Concerned
"31.1987327741, 76.9253",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.1987327741, 76.9253",31.1987327741,76.9253,1,Concerned
"76.7486, 31.4361537474",,GHURMW|N,BILASPUR,HIMACHAL PRADESH,,"76.7486, 31.4361537474",76.7486,31.4361537474,1,Concerned
"32.2065745668, 76.2435",,SHAHPUR,KANGRA,HIMACHAL PRADESH,,"32.2065745668, 76.2435",32.2065745668,76.2435,1,Concerned
"31.5571552918, 76.5765",,DHATWAL,HAMIRPUR,HIMACHAL PRADESH,,"31.5571552918, 76.5765",31.5571552918,76.5765,1,Concerned
"31.928996792, 77.1119",,KULLU,KULLU,HIMACHAL PRADESH,,"31.928996792, 77.1119",31.928996792,77.1119,1,Concerned
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.70297051, 77.0541","31.70297051, 77.0541",31.70297051,77.0541,1,Concerned
"31.4827406354, 77.4468",,ANI,KULLU,HIMACHAL PRADESH,,"31.4827406354, 77.4468",31.4827406354,77.4468,1,Concerned
"31.1662861045, 77.7712",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.1662861045, 77.7712",31.1662861045,77.7712,1,Concerned
"31.3491672642, 77.6724",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.3491672642, 77.6724",31.3491672642,77.6724,1,Concerned
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.64873022, 76.9013","31.64873022, 76.9013",31.64873022,76.9013,1,Concerned
"31.414848818, 77.595",,NERMAND,KULLU,HIMACHAL PRADESH,,"31.414848818, 77.595",31.414848818,77.595,1,Concerned
"31.6343857622, 77.3546",,BANJAR,KULLU,HIMACHAL PRADESH,,"31.6343857622, 77.3546",31.6343857622,77.3546,1,Concerned
,,BALDWARA,MANDI,HIMACHAL PRADESH,"31.602008820000002, 76.7709","31.602008820000002, 76.7709",31.602008820000002,76.7709,1,Concerned
,,LAD BHAROL,MANDI,HIMACHAL PRADESH,"31.97569668, 76.731","31.97569668, 76.731",31.97569668,76.731,1,Concerned
"30.8322730104, 77.5765",,KUPVI,SHIMLA,HIMACHAL PRADESH,,"30.8322730104, 77.5765",30.8322730104,77.5765,1,Concerned
,,PADHAR,MANDI,HIMACHAL PRADESH,"31.92127884, 76.9048","31.92127884, 76.9048",31.92127884,76.9048,1,Concerned
"32.6193473204, 76.0425",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.6193473204, 76.0425",32.6193473204,76.0425,1,Concerned
"30.9023860059, 77.1057",,SOLAN,SOLAN,HIMACHAL PRADESH,,"30.9023860059, 77.1057",30.9023860059,77.1057,1,Concerned
"31.3233452229, 77.509",,KUMHARSAIN,SHIMLA,HIMACHAL PRADESH,,"31.3233452229, 77.509",31.3233452229,77.509,1,Concerned
"31.0780969362, 77.3634",,THEOG,SHIMLA,HIMACHAL PRADESH,,"31.0780969362, 77.3634",31.0780969362,77.3634,1,Concerned
"32.2365690464, 76.3716",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.2365690464, 76.3716",32.2365690464,76.3716,1,Concerned
"31.5287283895, 78.0899",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5287283895, 78.0899",31.5287283895,78.0899,1,Concerned
"31.4397485474, 76.4341",,BANG>NA,UNA,HIMACHAL PRADESH,,"31.4397485474, 76.4341",31.4397485474,76.4341,1,Concerned
"31.2574446616, 77.0529",,SUNI,SHIMLA,HIMACHAL PRADESH,,"31.2574446616, 77.0529",31.2574446616,77.0529,1,Concerned
"31.1574343214, 76.9834",,ARKI,SOLAN,HIMACHAL PRADESH,,"31.1574343214, 76.9834",31.1574343214,76.9834,1,Concerned
"31.2997295175, 77.4824",,KUMHARSAIN,SHIMLA,HIMACHAL PRADESH,,"31.2997295175, 77.4824",31.2997295175,77.4824,1,Concerned
"76.6292, 31.326606275",,JHANDATA,BILASPUR,HIMACHAL PRADESH,,"76.6292, 31.326606275",76.6292,31.326606275,1,Concerned
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.84266024, 76.8331","31.84266024, 76.8331",31.84266024,76.8331,1,Concerned
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.70912386, 76.9672","31.70912386, 76.9672",31.70912386,76.9672,1,Concerned
"31.3098541604, 77.5812",,NANKHARI,SHIMLA,HIMACHAL PRADESH,,"31.3098541604, 77.5812",31.3098541604,77.5812,1,Concerned
"76.4976, 31.4665080839",,JHANDATA,BILASPUR,HIMACHAL PRADESH,,"76.4976, 31.4665080839",76.4976,31.4665080839,1,Concerned
"76.7573, 31.3908670923",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.7573, 31.3908670923",76.7573,31.3908670923,1,Concerned
"31.23090778, 77.907",,CHIRGAON,SHIMLA,HIMACHAL PRADESH,,"31.23090778, 77.907",31.23090778,77.907,1,Concerned
"31.4740425681, 77.7099",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.4740425681, 77.7099",31.4740425681,77.7099,1,Concerned
"32.2759181354, 75.8264",,NURPUR,KANGRA,HIMACHAL PRADESH,,"32.2759181354, 75.8264",32.2759181354,75.8264,1,Concerned
"31.5581701056, 77.937",,NICHAR,KINNAUR,HIMACHAL PRADESH,,"31.5581701056, 77.937",31.5581701056,77.937,1,Concerned
"31.1160264535, 77.7827",,JUBBAL,SHIMLA,HIMACHAL PRADESH,,"31.1160264535, 77.7827",31.1160264535,77.7827,1,Concerned
"76.8512, 31.3066562355",,NAMHOL,BILASPUR,HIMACHAL PRADESH,,"76.8512, 31.3066562355",76.8512,31.3066562355,1,Concerned
"30.5598610602, 77.4597",,PAONTA SAHIB,SIRMAUR,HIMACHAL PRADESH,,"30.5598610602, 77.4597",30.5598610602,77.4597,1,Concerned
"31.7058818398, 76.0866",,AMB,UNA,HIMACHAL PRADESH,,"31.7058818398, 76.0866",31.7058818398,76.0866,1,Concerned
"31.9309028647, 77.137",,KULLU,KULLU,HIMACHAL PRADESH,,"31.9309028647, 77.137",31.9309028647,77.137,1,Concerned
"30.9985596209, 77.4484",,THEOG,SHIMLA,HIMACHAL PRADESH,,"30.9985596209, 77.4484",30.9985596209,77.4484,1,Concerned
"31.4395954531, 77.3851",,ANI,KULLU,HIMACHAL PRADESH,,"31.4395954531, 77.3851",31.4395954531,77.3851,1,Concerned
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.7993367, 77.0411","31.7993367, 77.0411",31.7993367,77.0411,1,Concerned
"30.8169737852, 77.0922",,PACHHAD,SIRMAUR,HIMACHAL PRADESH,,"30.8169737852, 77.0922",30.8169737852,77.0922,1,Concerned
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.94026432, 76.7845","31.94026432, 76.7845",31.94026432,76.7845,1,Concerned
"30.9904055721, 76.9346",,KRISHANGARH,SOLAN,HIMACHAL PRADESH,,"30.9904055721, 76.9346",30.9904055721,76.9346,1,Concerned
"76.6582, 31.391439571",,JHANDATA,BILASPUR,HIMACHAL PRADESH,,"76.6582, 31.391439571",76.6582,31.391439571,1,Concerned
,,LAD BHAROL,MANDI,HIMACHAL PRADESH,"31.94905416, 76.6926","31.94905416, 76.6926",31.94905416,76.6926,1,Concerned
"31.2346876685, 77.4711",,KUMHARSAIN,SHIMLA,HIMACHAL PRADESH,,"31.2346876685, 77.4711",31.2346876685,77.4711,1,Concerned
,,BALICHAUKI,MANDI,HIMACHAL PRADESH,"31.71148974, 77.2164","31.71148974, 77.2164",31.71148974,77.2164,1,Concerned
"30.9334702667, 77.6914",,NERUA,SHIMLA,HIMACHAL PRADESH,,"30.9334702667, 77.6914",30.9334702667,77.6914,1,Concerned
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.99787915, 76.8003","31.99787915, 76.8003",31.99787915,76.8003,1,Concerned
"30.5976759964, 77.7288",,KAMRAU,SIRMAUR,HIMACHAL PRADESH,,"30.5976759964, 77.7288",30.5976759964,77.7288,1,Concerned
,,PADHAR,MANDI,HIMACHAL PRADESH,"31.84666674, 76.8794","31.84666674, 76.8794",31.84666674,76.8794,1,Concerned
,,PADHAR,MANDI,HIMACHAL PRADESH,"31.89068286, 76.9269","31.89068286, 76.9269",31.89068286,76.9269,1,Concerned
"30.8629411484, 76.996",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.8629411484, 76.996",30.8629411484,76.996,1,Concerned
,,BALH,MANDI,HIMACHAL PRADESH,"31.57046269, 76.8553","31.57046269, 76.8553",31.57046269,76.8553,1,Concerned
"31.1464896031, 77.6724",,ROHRU,SHIMLA,HIMACHAL PRADESH,,"31.1464896031, 77.6724",31.1464896031,77.6724,1,Concerned
"31.3540165411, 77.5427",,RAMPUR,SHIMLA,HIMACHAL PRADESH,,"31.3540165411, 77.5427",31.3540165411,77.5427,1,Concerned
"31.1039742693, 77.1802",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1039742693, 77.1802",31.1039742693,77.1802,1,Concerned
"30.5404456688, 77.722",,PAONTA SAHIB,SIRMAUR,HIMACHAL PRADESH,,"30.5404456688, 77.722",30.5404456688,77.722,1,Concerned
"31.5972812721, 77.3484",,BANJAR,KULLU,HIMACHAL PRADESH,,"31.5972812721, 77.3484",31.5972812721,77.3484,1,Concerned
"30.858416915, 76.9527",,KASAULI,SOLAN,HIMACHAL PRADESH,,"30.858416915, 76.9527",30.858416915,76.9527,1,Concerned
"76.8475, 31.3568342623",,BILASPUR,BILASPUR,HIMACHAL PRADESH,,"76.8475, 31.3568342623",76.8475,31.3568342623,1,Concerned
"31.9468644353, 77.0947",,KULLU,KULLU,HIMACHAL PRADESH,,"31.9468644353, 77.0947",31.9468644353,77.0947,1,Concerned
"30.6012800364, 77.676",,KAMRAU,SIRMAUR,HIMACHAL PRADESH,,"30.6012800364, 77.676",30.6012800364,77.676,1,Concerned
"31.4690763922, 78.1777",,SANGLA,KINNAUR,HIMACHAL PRADESH,,"31.4690763922, 78.1777",31.4690763922,78.1777,1,Concerned
,,SUNDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.5321482, 76.8897","31.5321482, 76.8897",31.5321482,76.8897,1,Concerned
"31.8835663521, 77.1271",,BHUNTAR,KULLU,HIMACHAL PRADESH,,"31.8835663521, 77.1271",31.8835663521,77.1271,1,Concerned
"31.8715463958, 76.3236",,JAWALA MUKHI,KANGRA,HIMACHAL PRADESH,,"31.8715463958, 76.3236",31.8715463958,76.3236,1,Concerned
"30.8406707794, 77.2793",,R AJGARH,SIRMAUR,HIMACHAL PRADESH,,"30.8406707794, 77.2793",30.8406707794,77.2793,1,Concerned
"32.5220457187, 75.893",,DALHOUSIE,CHAMBA,HIMACHAL PRADESH,,"32.5220457187, 75.893",32.5220457187,75.893,1,Concerned
"32.5715932045, 77.0257",,LAHUL,LAHUL & SPITI,HIMACHAL PRADESH,,"32.5715932045, 77.0257",32.5715932045,77.0257,1,Concerned
"31.1057821417, 77.1311",,SHIMLA,SHIMLA,HIMACHAL PRADESH,,"31.1057821417, 77.1311",31.1057821417,77.1311,1,Concerned
"31.1264007006, 77.5491",,KOTKHAI,SHIMLA,HIMACHAL PRADESH,,"31.1264007006, 77.5491",31.1264007006,77.5491,1,Concerned
,,BALH,MANDI,HIMACHAL PRADESH,"31.63204968, 76.9358","31.63204968, 76.9358",31.63204968,76.9358,1,Concerned
"32.605044247, 76.1646",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.605044247, 76.1646",32.605044247,76.1646,1,Concerned
"32.5944771045, 76.151",,CHAMBA,CHAMBA,HIMACHAL PRADESH,,"32.5944771045, 76.151",32.5944771045,76.151,1,Concerned
,,KOTLI,MANDI,HIMACHAL PRADESH,"31.74087589, 76.8604","31.74087589, 76.8604",31.74087589,76.8604,1,Concerned
,,JOGINDAR NAGAR,MANDI,HIMACHAL PRADESH,"31.88753095, 76.817","31.88753095, 76.817",31.88753095,76.817,1,Concerned
"32.2135077058, 76.32",,DHARMSHALA,KANGRA,HIMACHAL PRADESH,,"32.2135077058, 76.32",32.2135077058,76.32,1,Concerned
"30.8179430121, 77.1047",,PACHHAD,SIRMAUR,HIMACHAL PRADESH,,"30.8179430121, 77.1047",30.8179430121,77.1047,1,Concerned
"31.0976705673, 77.5297",,KOTKHAI,SHIMLA,HIMACHAL PRADESH,,"31.0976705673, 77.5297",31.0976705673,77.5297,1,Concerned
